Accuracy,Brier,ECE,FPR,FNR,Cost,Time,violations,viol_rate,viol_severity_mean,viol_severity_cond,viol_severity_max,SolverStatus,Objective,BestBound,RelativeGap,SolverWallTime,Dataset,Seed,Method
0.66,0.24585683903179212,0.20136452078819272,0.9,0.1,4.7,0.0895073413848877,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,44,XGB-Mono-Best
0.65,0.2414069073313263,0.16006135624559273,0.9333333333333333,0.1,4.866666666666667,0.029705286026000977,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,44,LGBM-Mono-Best
0.71,0.22190447196274377,0.12996632347751755,0.9666666666666667,0.0,4.833333333333333,0.0008053779602050781,423,0.2115,0.05788302530802531,0.27367860665733007,0.42857142857142855,NA,,,,,german_real,45,CART
0.7,0.3,0.30000000000000004,0.8666666666666667,0.05714285714285714,4.447619047619048,15.464520454406738,0,0.0,0.0,0.0,0.0,FEASIBLE,110.0,-5.0,1.0454545454545454,15.0046128,german_real,45,ODT
0.73,0.27,0.27,0.9,0.0,4.5,15.47421145439148,0,0.0,0.0,0.0,0.0,FEASIBLE,114.0,-9.0,1.0789473684210527,15.0033019,german_real,45,EMDT
0.73,0.197478343951133,0.014880970665028383,0.9,0.0,4.5,15.45287537574768,0,0.0,0.0,0.0,0.0,FEASIBLE,114.0,-9.0,1.0789473684210527,15.005483300000002,german_real,45,EMDT-Iso
0.73,0.20071076153835993,0.08248784142574166,0.8666666666666667,0.014285714285714285,4.361904761904762,0.2584381103515625,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,MonoRF
0.71,0.19633676182922902,0.08439896881580355,0.7333333333333333,0.1,3.8666666666666667,0.03903913497924805,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,XGB-Mono
0.71,0.20048473052506396,0.09572111490699518,0.7333333333333333,0.1,3.8666666666666667,0.02017378807067871,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,LGBM-Mono
0.71,0.20392801600621271,0.072401577158332,0.9,0.02857142857142857,4.557142857142857,0.007620811462402344,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,MonoScore
0.72,0.19320235166378003,0.0858755894750357,0.7666666666666667,0.07142857142857142,3.9761904761904763,0.08801794052124023,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,XGB-Mono-Best
0.72,0.20138101560002866,0.11439977441735334,0.7333333333333333,0.08571428571428572,3.838095238095238,0.03297567367553711,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,45,LGBM-Mono-Best
0.65,0.2447010210941417,0.13393501942916933,0.8666666666666667,0.12857142857142856,4.590476190476191,0.0007634162902832031,746,0.373,0.17056970324361628,0.45729142960755037,0.6739130434782609,NA,,,,,german_real,46,CART
0.67,0.33,0.32999999999999996,0.8,0.12857142857142856,4.257142857142857,15.427499771118164,0,0.0,0.0,0.0,0.0,FEASIBLE,106.0,-4.0,1.0377358490566038,15.004391900000002,german_real,46,ODT
0.68,0.32,0.31999999999999995,0.9,0.07142857142857142,4.642857142857143,15.526843547821045,0,0.0,0.0,0.0,0.0,FEASIBLE,109.0,-8.0,1.073394495412844,15.002743400000002,german_real,46,EMDT
0.68,0.21636635802469137,0.049222222222222244,0.9,0.07142857142857142,4.642857142857143,15.509578943252563,0,0.0,0.0,0.0,0.0,FEASIBLE,109.0,-8.0,1.073394495412844,15.0048072,german_real,46,EMDT-Iso
0.71,0.20814493697978295,0.08585184460072018,0.9,0.02857142857142857,4.557142857142857,0.3426215648651123,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,MonoRF
0.66,0.23344720639621463,0.17566269755363467,0.7666666666666667,0.15714285714285714,4.147619047619048,0.04153704643249512,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,XGB-Mono
0.63,0.2327935299631676,0.1776347551934902,0.8333333333333334,0.17142857142857143,4.5095238095238095,0.010423421859741211,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,LGBM-Mono
0.7,0.21038354045506064,0.0921614611052566,0.8,0.08571428571428572,4.171428571428572,0.005597352981567383,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,MonoScore
0.67,0.23081448561576326,0.14881541639566426,0.7666666666666667,0.14285714285714285,4.1190476190476195,0.0852196216583252,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,XGB-Mono-Best
0.65,0.2344664511659199,0.15986673103860838,0.7666666666666667,0.17142857142857143,4.1761904761904765,0.03288722038269043,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,46,LGBM-Mono-Best
0.71,0.21124655887922766,0.1008949452391588,0.8333333333333334,0.05714285714285714,4.280952380952381,0.0007655620574951172,684,0.342,0.1259278142495542,0.3682099831858311,0.5555555555555556,NA,,,,,german_real,47,CART
0.72,0.28,0.28,0.8,0.05714285714285714,4.114285714285714,15.43828558921814,260,0.13,0.13,1.0,1.0,FEASIBLE,106.0,-13.0,1.1226415094339623,15.004778100000001,german_real,47,ODT
0.71,0.29,0.29000000000000004,0.8333333333333334,0.05714285714285714,4.280952380952381,15.494138479232788,0,0.0,0.0,0.0,0.0,FEASIBLE,113.0,-16.0,1.1415929203539823,15.0044456,german_real,47,EMDT
0.71,0.20374405864197528,0.008805555555555435,0.8333333333333334,0.05714285714285714,4.280952380952381,15.462650060653687,0,0.0,0.0,0.0,0.0,FEASIBLE,113.0,-16.0,1.1415929203539823,15.0053885,german_real,47,EMDT-Iso
0.72,0.2008483086167848,0.07443472134297188,0.9333333333333333,0.0,4.666666666666667,0.28160715103149414,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,MonoRF
0.72,0.20680486489392702,0.15209959000349044,0.7,0.1,3.7,0.04482007026672363,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,XGB-Mono
0.7,0.20597160597224953,0.09336721544781758,0.8,0.08571428571428572,4.171428571428572,0.008914709091186523,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,LGBM-Mono
0.7,0.20035752734781975,0.12421882274090626,0.9333333333333333,0.02857142857142857,4.723809523809524,0.0063381195068359375,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,MonoScore
0.72,0.20232358443769644,0.1117059180140495,0.7,0.1,3.7,0.07852363586425781,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,XGB-Mono-Best
0.7,0.20773458498617903,0.11244154434253098,0.8,0.08571428571428572,4.171428571428572,0.02718973159790039,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,47,LGBM-Mono-Best
0.67,0.22877712353750035,0.10579408708018807,0.9,0.08571428571428572,4.671428571428572,0.0008304119110107422,477,0.2385,0.10120274040039384,0.4243301484293242,0.8333333333333334,NA,,,,,german_real,48,CART
0.65,0.35,0.35000000000000003,0.9333333333333333,0.1,4.866666666666667,15.483824253082275,0,0.0,0.0,0.0,0.0,FEASIBLE,103.0,-25.0,1.2427184466019416,15.0344221,german_real,48,ODT
0.66,0.34,0.3400000000000001,0.9,0.1,4.7,15.459948301315308,0,0.0,0.0,0.0,0.0,FEASIBLE,108.0,-26.0,1.2407407407407407,15.004293,german_real,48,EMDT
0.66,0.22466605109264393,0.06982456140350876,0.9,0.1,4.7,15.456911087036133,0,0.0,0.0,0.0,0.0,FEASIBLE,108.0,-26.0,1.2407407407407407,15.0043132,german_real,48,EMDT-Iso
0.73,0.202633542310042,0.08465584857163409,0.8666666666666667,0.014285714285714285,4.361904761904762,0.2612335681915283,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,MonoRF
0.66,0.21587413301687872,0.09613117754459381,0.8,0.14285714285714285,4.285714285714286,0.0583493709564209,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,XGB-Mono
0.66,0.21381226234080472,0.11227166159491497,0.8333333333333334,0.12857142857142856,4.423809523809524,0.012131214141845703,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,LGBM-Mono
0.7,0.2045259116414054,0.0463055832803655,0.8666666666666667,0.05714285714285714,4.447619047619048,0.004056692123413086,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,MonoScore
0.66,0.21543519043368722,0.13149556227028367,0.8333333333333334,0.12857142857142856,4.423809523809524,0.08175492286682129,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,XGB-Mono-Best
0.67,0.21221114100413718,0.11281469106950874,0.8333333333333334,0.11428571428571428,4.395238095238096,0.02972555160522461,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,48,LGBM-Mono-Best
0.73,0.19856746535919487,0.06504416953687021,0.8,0.04285714285714286,4.085714285714285,0.0007538795471191406,353,0.1765,0.05438303595566368,0.30811918388478016,0.5714285714285714,NA,,,,,german_real,49,CART
0.71,0.29,0.29,0.8,0.07142857142857142,4.142857142857143,15.454542875289917,50,0.025,0.025,1.0,1.0,FEASIBLE,108.0,-3.0,1.0277777777777777,15.004528200000001,german_real,49,ODT
0.72,0.28,0.27999999999999997,0.8666666666666667,0.02857142857142857,4.390476190476191,15.461317539215088,0,0.0,0.0,0.0,0.0,FEASIBLE,114.0,-10.0,1.087719298245614,15.006112300000002,german_real,49,EMDT
0.72,0.20148125681292903,0.0075093244923338034,0.8666666666666667,0.02857142857142857,4.390476190476191,15.574216842651367,0,0.0,0.0,0.0,0.0,FEASIBLE,114.0,-10.0,1.087719298245614,15.0024694,german_real,49,EMDT-Iso
0.73,0.18759028808546052,0.056866125280113845,0.9,0.0,4.5,0.33510923385620117,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,MonoRF
0.73,0.18558816430732475,0.07760283932089805,0.7,0.08571428571428572,3.6714285714285713,0.0470428466796875,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,XGB-Mono
0.7,0.18807214470936032,0.09423139271069152,0.7666666666666667,0.1,4.033333333333333,0.01901984214782715,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,LGBM-Mono
0.73,0.18990169257481262,0.08397453489987675,0.8666666666666667,0.014285714285714285,4.361904761904762,0.014389991760253906,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,MonoScore
0.73,0.18132842183891473,0.08495570793747902,0.7333333333333333,0.07142857142857142,3.8095238095238093,0.09766960144042969,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,XGB-Mono-Best
0.71,0.18992630061826254,0.09091863913576603,0.7666666666666667,0.08571428571428572,4.004761904761905,0.05874300003051758,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,49,LGBM-Mono-Best
0.69,0.2282902020948996,0.14037209302325576,0.7666666666666667,0.11428571428571428,4.061904761904762,0.0007774829864501953,299,0.1495,0.07097159468438538,0.4747263858487317,1.0,NA,,,,,german_real,50,CART
0.66,0.34,0.33999999999999997,0.8666666666666667,0.11428571428571428,4.561904761904763,15.73857069015503,0,0.0,0.0,0.0,0.0,FEASIBLE,104.0,-13.0,1.125,15.3026014,german_real,50,ODT
0.67,0.33,0.32999999999999996,0.9,0.08571428571428572,4.671428571428572,15.508667469024658,0,0.0,0.0,0.0,0.0,FEASIBLE,108.0,-22.0,1.2037037037037037,15.0052689,german_real,50,EMDT
0.67,0.22091412742382271,0.0605263157894737,0.9,0.08571428571428572,4.671428571428572,15.489299774169922,0,0.0,0.0,0.0,0.0,FEASIBLE,108.0,-22.0,1.2037037037037037,15.005172000000002,german_real,50,EMDT-Iso
0.71,0.2040268650720774,0.07889042747645658,0.9,0.02857142857142857,4.557142857142857,0.5249876976013184,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,MonoRF
0.68,0.2208324119469684,0.12049832433462143,0.7666666666666667,0.12857142857142856,4.09047619047619,0.07435250282287598,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,XGB-Mono
0.7,0.219526907467592,0.10892795080950486,0.7666666666666667,0.1,4.033333333333333,0.013130426406860352,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,LGBM-Mono
0.69,0.20901734153895243,0.10235017293789829,0.8666666666666667,0.07142857142857142,4.476190476190477,0.00390625,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,MonoScore
0.69,0.2165720096298362,0.11194552659988403,0.7666666666666667,0.11428571428571428,4.061904761904762,0.12523579597473145,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,XGB-Mono-Best
0.69,0.21542077717260533,0.10025075833129839,0.7666666666666667,0.11428571428571428,4.061904761904762,0.04278922080993652,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,50,LGBM-Mono-Best
0.68,0.2264823444867144,0.1118286827551534,0.9,0.07142857142857142,4.642857142857143,0.0007114410400390625,336,0.168,0.09683600427350428,0.5764047873422873,0.6923076923076923,NA,,,,,german_real,51,CART
0.7,0.3,0.3,0.9333333333333333,0.02857142857142857,4.723809523809524,15.642387390136719,0,0.0,0.0,0.0,0.0,FEASIBLE,111.0,30.0,0.7297297297297297,15.0065331,german_real,51,ODT
0.7,0.3,0.3,0.9333333333333333,0.02857142857142857,4.723809523809524,15.669320344924927,0,0.0,0.0,0.0,0.0,FEASIBLE,111.0,30.0,0.7297297297297297,15.021086100000002,german_real,51,EMDT
0.7,0.21234375,0.022499999999999964,0.9333333333333333,0.02857142857142857,4.723809523809524,15.62583303451538,0,0.0,0.0,0.0,0.0,FEASIBLE,111.0,30.0,0.7297297297297297,15.0027091,german_real,51,EMDT-Iso
0.72,0.1829085497760491,0.14985037334060375,0.8666666666666667,0.02857142857142857,4.390476190476191,0.3593621253967285,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,MonoRF
0.74,0.1903334350363333,0.12362275980412958,0.7,0.07142857142857142,3.642857142857143,0.0565638542175293,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,XGB-Mono
0.73,0.1745204426450164,0.06636410475628994,0.7666666666666667,0.05714285714285714,3.947619047619048,0.04479050636291504,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,LGBM-Mono
0.71,0.1809845772342526,0.10909326274864925,0.9333333333333333,0.014285714285714285,4.695238095238095,0.0314946174621582,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,MonoScore
0.71,0.19552933583319423,0.12190244495868682,0.8,0.07142857142857142,4.142857142857143,0.09064173698425293,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,XGB-Mono-Best
0.74,0.17752721341322805,0.08653667679789807,0.7333333333333333,0.05714285714285714,3.780952380952381,0.05911993980407715,0,0.0,0.0,0.0,0.0,NA,,,,,german_real,51,LGBM-Mono-Best
0.77,0.15647911789956012,0.0393080712391057,0.10666666666666667,0.6,1.7333333333333334,0.0007569789886474609,1,0.0005,0.0001050903119868637,0.2101806239737274,0.2101806239737274,NA,,,,,adult_income,42,CART
0.76,0.24,0.24,0.06666666666666667,0.76,1.8533333333333333,4.7693190574646,16,0.008,0.008,1.0,1.0,OPTIMAL,76.0,76.0,0.0,4.1247876,adult_income,42,ODT
0.8,0.2,0.19999999999999998,0.02666666666666667,0.72,1.5733333333333333,3.8175785541534424,0,0.0,0.0,0.0,0.0,OPTIMAL,84.0,84.0,0.0,3.2703580000000003,adult_income,42,EMDT
0.8,0.1609021604938272,0.009777777777777772,0.02666666666666667,0.72,1.5733333333333333,3.726646900177002,0,0.0,0.0,0.0,0.0,OPTIMAL,84.0,84.0,0.0,3.2055337,adult_income,42,EMDT-Iso
0.76,0.1459245382590443,0.08155428685691476,0.0,0.96,1.92,0.4370391368865967,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,MonoRF
0.81,0.14395322852688572,0.08087945214472712,0.04,0.64,1.48,0.054976463317871094,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,XGB-Mono
0.82,0.14436394026459937,0.11355852324850331,0.02666666666666667,0.64,1.4133333333333333,0.017443418502807617,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,LGBM-Mono
0.77,0.14166668425635576,0.10170953075311288,0.013333333333333334,0.88,1.8266666666666667,0.006964921951293945,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,MonoScore
0.8,0.14760378752273096,0.06991533046122642,0.013333333333333334,0.76,1.5866666666666667,0.09097909927368164,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,XGB-Mono-Best
0.8,0.14516486023607506,0.08266629724866424,0.05333333333333334,0.64,1.5466666666666666,0.0314021110534668,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,42,LGBM-Mono-Best
0.78,0.14824060624642602,0.010665679221328878,0.12,0.52,1.6400000000000001,0.005941629409790039,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,CART
0.72,0.28,0.28,0.08,0.88,2.16,5.6272759437561035,12,0.006,0.006,1.0,1.0,OPTIMAL,76.0,76.0,0.0,5.1735318,adult_income,43,ODT
0.69,0.31,0.31,0.12,0.88,2.36,4.162675142288208,0,0.0,0.0,0.0,0.0,OPTIMAL,79.0,79.0,0.0,3.5856406,adult_income,43,EMDT
0.69,0.2158478316098514,0.11221565909227893,0.12,0.88,2.36,4.220940589904785,0,0.0,0.0,0.0,0.0,OPTIMAL,79.0,79.0,0.0,3.6573019,adult_income,43,EMDT-Iso
0.79,0.1536600964561563,0.052835989557613795,0.02666666666666667,0.76,1.6533333333333333,0.48404955863952637,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,MonoRF
0.78,0.16341936517624878,0.10996374834328891,0.10666666666666667,0.56,1.6533333333333333,0.04828190803527832,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,XGB-Mono
0.78,0.16312441802408081,0.12524621906861183,0.09333333333333334,0.6,1.6666666666666665,0.014895439147949219,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,LGBM-Mono
0.79,0.16131143163086853,0.06468377163073187,0.05333333333333334,0.68,1.6266666666666667,0.0035479068756103516,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,MonoScore
0.79,0.15991923909124534,0.10549168752040715,0.09333333333333334,0.56,1.586666666666667,0.08388876914978027,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,XGB-Mono-Best
0.77,0.16306682852951687,0.12786941732246143,0.10666666666666667,0.6,1.7333333333333334,0.03170442581176758,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,43,LGBM-Mono-Best
0.79,0.16264541980869232,0.051653046309215314,0.02666666666666667,0.76,1.6533333333333333,0.001512765884399414,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,CART
0.71,0.29,0.29000000000000004,0.13333333333333333,0.76,2.1866666666666665,3.018876314163208,15,0.0075,0.0075,1.0,1.0,OPTIMAL,71.0,71.0,0.0,2.5893936,adult_income,44,ODT
0.72,0.28,0.27999999999999997,0.09333333333333334,0.84,2.1466666666666665,2.9905035495758057,0,0.0,0.0,0.0,0.0,OPTIMAL,76.0,76.0,0.0,2.5340171000000002,adult_income,44,EMDT
0.72,0.20791104821023512,0.08965978482116897,0.09333333333333334,0.84,2.1466666666666665,3.716115951538086,0,0.0,0.0,0.0,0.0,OPTIMAL,76.0,76.0,0.0,3.1376743,adult_income,44,EMDT-Iso
0.79,0.14790524846886885,0.06094425585450007,0.02666666666666667,0.76,1.6533333333333333,0.5391161441802979,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,MonoRF
0.74,0.17270729564629,0.11731029931921512,0.14666666666666667,0.6,1.9333333333333333,0.07546687126159668,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,XGB-Mono
0.75,0.17100543950136005,0.0902559644670927,0.10666666666666667,0.68,1.8933333333333335,0.013503074645996094,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,LGBM-Mono
0.75,0.15979385570261745,0.04574708507781249,0.09333333333333334,0.72,1.9066666666666667,0.005706787109375,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,MonoScore
0.72,0.17963988722751847,0.13073639472364448,0.14666666666666667,0.68,2.0933333333333337,0.08192729949951172,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,XGB-Mono-Best
0.75,0.16921606779327572,0.0924955319569803,0.10666666666666667,0.68,1.8933333333333335,0.05095529556274414,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,44,LGBM-Mono-Best
0.82,0.11600878263025828,0.036796681749622924,0.0,0.72,1.44,0.0006439685821533203,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,CART
0.81,0.19,0.19,0.02666666666666667,0.68,1.4933333333333334,2.7930002212524414,81,0.0405,0.0405,1.0,1.0,OPTIMAL,83.0,83.0,0.0,2.216996,adult_income,45,ODT
0.82,0.18,0.18,0.0,0.72,1.44,3.2764811515808105,0,0.0,0.0,0.0,0.0,OPTIMAL,88.0,88.0,0.0,2.8069486,adult_income,45,EMDT
0.82,0.14834126790364585,0.03898437500000008,0.0,0.72,1.44,2.989422082901001,0,0.0,0.0,0.0,0.0,OPTIMAL,88.0,88.0,0.0,2.4586168,adult_income,45,EMDT-Iso
0.83,0.11511549610364331,0.09886971081996833,0.0,0.68,1.36,0.3714015483856201,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,MonoRF
0.86,0.10465721127877577,0.06846846568165346,0.05333333333333334,0.4,1.0666666666666667,0.1332387924194336,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,XGB-Mono
0.85,0.11449264898669322,0.05722564404766712,0.06666666666666667,0.4,1.1333333333333333,0.012363672256469727,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,LGBM-Mono
0.76,0.1353591833792675,0.12718749988651648,0.013333333333333334,0.92,1.9066666666666667,0.008343219757080078,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,MonoScore
0.86,0.10984791634044243,0.05525410547852516,0.0,0.56,1.12,0.07026457786560059,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,XGB-Mono-Best
0.85,0.11354702039332067,0.05935705448904566,0.06666666666666667,0.4,1.1333333333333333,0.06252074241638184,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,45,LGBM-Mono-Best
0.76,0.15821380910202673,0.014385222308162261,0.0,0.96,1.92,0.006697654724121094,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,CART
0.75,0.25,0.25,0.013333333333333334,0.96,1.9866666666666666,3.573474645614624,9,0.0045,0.0045,1.0,1.0,OPTIMAL,76.0,76.0,0.0,3.0480987,adult_income,46,ODT
0.74,0.26,0.26,0.02666666666666667,0.96,2.0533333333333332,3.354344606399536,0,0.0,0.0,0.0,0.0,OPTIMAL,81.0,81.0,0.0,2.8419883,adult_income,46,EMDT
0.74,0.19750465846537008,0.055397301349325315,0.02666666666666667,0.96,2.0533333333333332,4.024731159210205,0,0.0,0.0,0.0,0.0,OPTIMAL,81.0,81.0,0.0,3.3996197,adult_income,46,EMDT-Iso
0.79,0.1489134689708619,0.05962555467351477,0.0,0.84,1.68,0.4722120761871338,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,MonoRF
0.81,0.14317519729424533,0.0595760983240325,0.013333333333333334,0.72,1.5066666666666666,0.06740593910217285,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,XGB-Mono
0.79,0.1430522496195534,0.04921393590868402,0.04,0.72,1.64,0.019541025161743164,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,LGBM-Mono
0.78,0.14874162704476235,0.0707683867618063,0.013333333333333334,0.84,1.7466666666666666,0.006793975830078125,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,MonoScore
0.81,0.14397386972115872,0.06252565545262768,0.0,0.76,1.52,0.07939958572387695,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,XGB-Mono-Best
0.8,0.14271212407670603,0.07025352328688435,0.013333333333333334,0.76,1.5866666666666667,0.03152632713317871,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,46,LGBM-Mono-Best
0.78,0.1426158815635466,0.07502926009252005,0.16,0.4,1.6,0.0035974979400634766,38,0.019,0.013558823529411764,0.713622291021672,1.0,NA,,,,,adult_income,47,CART
0.83,0.17,0.17,0.04,0.56,1.32,8.341708898544312,16,0.008,0.008,1.0,1.0,OPTIMAL,81.0,81.0,0.0,7.899981800000001,adult_income,47,ODT
0.83,0.17,0.17,0.04,0.56,1.32,5.36215615272522,0,0.0,0.0,0.0,0.0,OPTIMAL,87.0,87.0,0.0,4.7028575,adult_income,47,EMDT
0.83,0.14466222019676706,0.05471232876712333,0.04,0.56,1.32,4.659698486328125,0,0.0,0.0,0.0,0.0,OPTIMAL,87.0,87.0,0.0,4.0912615,adult_income,47,EMDT-Iso
0.84,0.12582132001462865,0.06858161683398196,0.0,0.64,1.28,0.4340367317199707,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,MonoRF
0.85,0.12256086949255858,0.07740059948642738,0.06666666666666667,0.4,1.1333333333333333,0.08517837524414062,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,XGB-Mono
0.8,0.13130378610728002,0.10601564027717959,0.13333333333333333,0.4,1.4666666666666668,0.014486074447631836,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,LGBM-Mono
0.79,0.1383980095689758,0.05852770747006167,0.04,0.72,1.64,0.005997419357299805,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,MonoScore
0.84,0.12692503050648785,0.08878575319075027,0.06666666666666667,0.44,1.2133333333333334,0.08229398727416992,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,XGB-Mono-Best
0.8,0.13160640336002102,0.09807988979306739,0.13333333333333333,0.4,1.4666666666666668,0.029932260513305664,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,47,LGBM-Mono-Best
0.78,0.14392523089135592,0.03453381788814864,0.0,0.88,1.76,0.003811359405517578,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,48,CART
0.82,0.18,0.18000000000000002,0.013333333333333334,0.68,1.4266666666666667,5.106058835983276,24,0.012,0.012,1.0,1.0,OPTIMAL,80.0,80.0,0.0,4.5981451,adult_income,48,ODT
0.77,0.23,0.22999999999999998,0.013333333333333334,0.88,1.8266666666666667,3.8392672538757324,0,0.0,0.0,0.0,0.0,OPTIMAL,84.0,84.0,0.0,3.1521117000000003,adult_income,48,EMDT
0.77,0.177564173307319,0.019552669552669558,0.013333333333333334,0.88,1.8266666666666667,3.435534954071045,0,0.0,0.0,0.0,0.0,OPTIMAL,84.0,84.0,0.0,3.0976746000000004,adult_income,48,EMDT-Iso
0.8,0.13568599861788327,0.07090966342648318,0.013333333333333334,0.76,1.5866666666666667,0.43389153480529785,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,48,MonoRF
0.8,0.1262224305396813,0.06231767879333347,0.12,0.44,1.48,0.10044193267822266,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,48,XGB-Mono
0.83,0.12809931173479325,0.06761453179082871,0.06666666666666667,0.48,1.2933333333333332,0.02800464630126953,0,0.0,0.0,0.0,0.0,NA,,,,,adult_income,48,LGBM-Mono
